lizard,frequency,date,time,time.block,time.class,lat,long,ground,mesohabitat,microhabitat.simple,microhabitat1,microhabitat2,microhabitat3,behavior,observer
w,860,28-Jun,9:43,morn,AM,35.11357,-119.62227,above,open,bare,barepatch,,,sunning,eva
ac,979,27-Jun,9:20,morn,AM,35.11351,-119.62225,above,shrub,shrub,shrubedge,,,cooling,eva
d,240,30-Jun,19:17,evening,PM,35.11744,-119.62221,above,open,wash,wash,annuals,,sunning,eva
w,860,30-Jun,9:31,morn,AM,35.11364,-119.62219,above,shrub,shrub,shrubedge,washbank,,cooling,eva
w,860,28-Jun,19:44,evening,PM,35.11366,-119.62218,above,shrub,shrub,shrubedge,washbank,,observing,eva
w,860,5-Jul,16:53,afternoon,PM,35.1137,-119.62218,above,shrub,shrub,shrubedge,,,cooling,eva
w,860,4-Jul,9:39,morn,AM,35.11363,-119.62217,above,shrub,shrub,undershrub,,,sunning,eva
w,860,2-Jul,19:32,evening,PM,35.11366,-119.62216,above,shrub,burrow,burrow,undershrub,washbank,observing,eva
w,860,30-Jun,19:18,evening,PM,35.11348,-119.62215,above,shrub,bare,trail,,,observing,eva
w,860,23-Jun,19:18,evening,PM,35.11367,-119.62215,above,open,wash,washbank,,,sunning,eva
w,860,24-Jun,15:37,afternoon,PM,35.11356,-119.62213,above,open,wash,washbank,annuals,,sunning,eva
z,919,30-Jun,9:56,morn,AM,35.11597,-119.62213,above,shrub,shrub,undershrub,,,hunting,eva
ac,979,30-Jun,9:29,morn,AM,35.11362,-119.62212,above,shrub,shrub,shrubedge,washbank,,sunning,eva
w,860,4-Jul,17:06,afternoon,PM,35.11364,-119.62212,above,shrub,wash,washbank,,,cooling,eva
z,919,18-Jul,15:16,afternoon,PM,35.11585,-119.62196,above,shrub,shrub,undershrub,,,cooling,eva
d,240,23-Jun,9:45,morn,AM,35.11729,-119.62192,above,open,bare,barehill,,,sunning,eva
z,919,29-Jun,10:29,morn,AM,35.11604,-119.62188,above,open,bare,trail,,,observing,eva
d,240,23-Jun,16:17,afternoon,PM,35.11684,-119.62188,above,open,road,roadbank,,,sunning,eva
z,919,5-Jul,11:40,morn,AM,35.11628,-119.62178,above,open,annuals,annuals,,,sunning,eva
w,860,1-Jul,9:09,morn,AM,35.1141,-119.62173,above,open,burrow,burrow,,,sunning,eva
w,860,3-Jul,10:50,morn,AM,35.11411,-119.62161,above,open,annuals,annuals,,,sunning,eva
w,860,18-Jul,11:39,morn,AM,35.11495,-119.62153,above,shrub,shrub,undershrub,,,cooling,eva
w,860,5-Jul,11:17,morn,AM,35.11495,-119.62138,above,shrub,shrub,undershrub,,,cooling,eva
z,919,18-Jun,15:15,afternoon,PM,35.11578,-119.62137,above,open,burrow,burrow,sparseannuals,,hunting,eva
d,240,2-Jul,10:22,morn,AM,35.11747,-119.62135,above,open,bare,barepatch,,,observing,eva
d,240,2-Jul,10:22,morn,AM,35.11747,-119.62135,above,open,bare,barepatch,,,sunning,eva
s,780,30-Jun,10:09,morn,AM,35.11639,-119.62126,above,open,annuals,annuals,,,sunning,eva
s,780,2-Jul,10:27,morn,AM,35.11637,-119.62125,above,open,bare,barepatch,,,sunning,eva
j,460,28-Jun,10:00,morn,AM,35.11372,-119.62124,above,shrub,shrub,shrubedge,washbank,,sunning,eva
s,780,3-Jul,9:54,morn,AM,35.11677,-119.62117,above,open,annuals,annuals,,,sunning,eva
j,460,26-Jun,9:34,morn,AM,35.11361,-119.62114,above,open,annuals,annuals,,,sunning,eva
j,460,30-Jun,9:15,morn,AM,35.11396,-119.62109,above,open,burrow,burrow,barepatch,,sunning,eva
s,780,18-Jun,11:41,morn,AM,35.11704,-119.62106,above,open,bare,barepatch,,,sunning,eva
s,780,28-Jun,9:41,morn,AM,35.11699,-119.62105,above,open,annuals,annuals,,,observing,eva
j,460,25-Jun,10:02,morn,AM,35.11378,-119.62104,above,shrub,burrow,burrow,undershrub,wash,cooling,eva
j,460,5-Jul,16:27,afternoon,PM,35.11379,-119.62103,above,shrub,burrow,burrow,undershrub,wash,cooling,eva
j,460,30-Jun,15:45,afternoon,PM,35.11384,-119.62103,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
s,780,29-Jun,10:03,morn,AM,35.11707,-119.62103,above,open,wash,washbank,,,sunning,eva
s,780,29-Jun,19:17,evening,PM,35.11664,-119.62102,above,open,road,road,,,sunning,eva
j,460,23-Jun,18:49,evening,PM,35.1138,-119.62101,above,open,wash,wash,,,sunning,eva
l,520,26-Jun,15:02,afternoon,PM,35.11378,-119.62097,above,shrub,burrow,burrow,undershrub,washbank,observing,eva
d,240,18-Jul,10:39,morn,AM,35.11726,-119.62096,above,open,bare,barehill,annuals,,sunning,eva
s,780,27-Jun,15:51,afternoon,PM,35.11708,-119.62094,above,open,wash,washbank,,,cooling,eva
v,840,29-Jun,9:58,morn,AM,35.1175,-119.6209,above,open,burrow,burrow,washbank,,sunning,eva
j,460,1-Jul,8:49,morn,AM,35.11382,-119.62089,above,open,wash,wash,,,sunning,eva
j,460,18-Jul,14:22,afternoon,PM,35.11388,-119.62086,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
s,780,18-Jun,14:58,afternoon,PM,35.11717,-119.62083,above,open,bare,barehill,washbank,,sunning,eva
v,840,24-Jun,10:52,morn,AM,35.11761,-119.62081,above,open,bare,barehill,,,observing,eva
z,919,24-Jun,15:44,afternoon,PM,35.11589,-119.62078,above,open,bare,trail,,,sunning,eva
t,800,24-Jun,10:39,morn,AM,35.11558,-119.62071,above,shrub,shrub,shrubedge,,,cooling,eva
d,240,26-Jun,10:26,morn,AM,35.11703,-119.62071,above,open,burrow,burrowopening,,,sunning,eva
v,840,22-Jun,10:14,morn,AM,35.11754,-119.6207,above,open,burrow,burrow,barehill,,sunning,eva
d,240,2-Jul,16:07,afternoon,PM,35.1171,-119.62067,above,shrub,shrub,undershrub,,,cooling,eva
v,840,28-Jun,9:55,morn,AM,35.11743,-119.62067,above,open,bare,barehill,,,sunning,eva
d,240,1-Jul,17:58,evening,PM,35.11738,-119.62065,above,open,annuals,annuals,,,observing,eva
d,240,1-Jul,17:58,evening,PM,35.11738,-119.62065,above,open,annuals,annuals,,,observing,eva
v,840,3-Jul,9:28,morn,AM,35.11738,-119.62064,above,open,bare,barepatch,,,sunning,eva
j,460,24-Jun,14:59,afternoon,PM,35.1139,-119.62061,above ,shrub,shrub,undershrub,wash,,cooling,eva
j,460,2-Jul,15:43,afternoon,PM,35.11387,-119.6206,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
d,240,4-Jul,17:28,afternoon,PM,35.11742,-119.62059,above,shrub,shrub,undershrub,,,cooling,eva
d,240,18-Jun,11:35,morn,AM,35.11723,-119.62051,below,open,burrow,burrow,barehill,,observing,eva
v,840,30-Jun,9:32,morn,AM,35.11737,-119.62046,above,open,bare,barepatch,,,sunning,eva
d,240,3-Jul,9:36,morn,AM,35.11739,-119.62045,above,open,burrow,burrow,barepatch,,sunning,eva
d,240,24-Jun,14:26,afternoon,PM,35.11742,-119.62044,above,open,bare,barehill,wash,,sunning,eva
v,840,30-Jun,19:09,evening,PM,35.11712,-119.62041,above,open,wash,wash,,,sunning,eva
j,460,29-Jun,9:27,morn,AM,35.11389,-119.6204,above,open,wash,washbank,,,sunning,eva
d,240,4-Jul,10:20,morn,AM,35.11798,-119.62038,above,open,bare,barehill,,,sunning,eva
v,840,2-Jul,15:52,afternoon,PM,35.11702,-119.62032,above,shrub,wash,washbank,,,cooling,eva
n,660,27-Jun,8:58,morn,AM,35.11337,-119.62026,above,open,annuals,annuals,,,sunning,eva
n,660,27-Jun,8:58,morn,AM,35.11337,-119.62026,above,open,annuals,annuals,,,sunning,eva
c,220,23-Jun,10:01,morn,AM,35.11649,-119.62023,above,open,annuals,annuals,,,observing,eva
n,660,18-Jun,16:10,afternoon,PM,35.11402,-119.62017,above,open,wash,washbank,,,sunning,eva
n,660,28-Jun,10:12,morn,AM,35.11393,-119.62016,above,open,annuals,annuals,,,sunning,eva
j,460,3-Jul,11:07,morn,AM,35.11398,-119.62016,above,open,wash,wash,,,sunning,eva
j,460,5-Jul,19:12,evening,PM,35.11398,-119.62014,above,open,burrow,burrow,wash,,sunning,eva
z,919,28-Jun,9:14,morn,AM,35.1151,-119.62008,above,open,annuals,sparseannuals,,,sunning,eva
n,660,26-Jun,9:29,morn,AM,35.11353,-119.62003,above,open,burrow,burrowmound,,,sunning,eva
n,660,27-Jun,16:19,afternoon,PM,35.11362,-119.62002,above,shrub,shrub,inshrub,,,observing,eva
v,840,25-Jun,11:06,morn,AM,35.11719,-119.61996,above,open,bare,barehill,annuals,,observing,eva
n,660,25-Jun,14:48,afternoon,PM,35.11344,-119.61991,above,open,burrow,burrowmound,,,sunning,eva
n,660,30-Jun,9:10,morn,AM,35.11355,-119.61988,above,open,burrow,burrow,,,sunning,eva
v,840,18-Jun,15:06,afternoon,PM,35.117,-119.61987,above,open,wash,washbank,,,sunning,eva
v,840,27-Jun,10:32,morn,AM,35.1173,-119.61987,above,shrub,shrub,undershrub,,,observing,eva
j,460,28-Jun,15:50,afternoon,PM,35.11407,-119.61985,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
n,660,23-Jun,15:41,afternoon,PM,35.11349,-119.61984,above,shrub,shrub,inshrub,,,cooling,eva
n,660,1-Jul,8:44,morn,AM,35.11337,-119.61979,above,open,burrow,burrow,,,sunning,eva
n,660,3-Jul,11:11,morn,AM,35.11334,-119.61977,above,open,annuals,annuals,,,sunning,eva
n,660,29-Jun,9:24,morn,AM,35.11335,-119.61977,above,open,burrow,burrow,,,sunning,eva
n,660,23-Jun,9:02,morn,AM,35.11335,-119.61976,above,open,burrow,burrow,barepatch,,sunning,eva
n,660,24-Jun,14:54,afternoon,PM,35.11339,-119.61975,above,open,burrow,burrowmound,,,sunning,eva
n,660,23-Jun,18:50,evening,PM,35.11337,-119.61973,above,open,burrow,burrow,,,observing,eva
n,660,28-Jun,15:47,afternoon,PM,35.11335,-119.61972,above,open,burrow,burrow,barepatch,,sunning,eva
n,660,28-Jun,19:24,evening,PM,35.11336,-119.61972,above,open,burrow,burrow,,,sunning,eva
d,240,16-Jul,13:15,afternoon,PM,35.11688,-119.6197,above,shrub,burrow,burrow,undershrub,washbank,observing,eva
n,660,30-Jun,18:55,evening,PM,35.11333,-119.61969,above,open,bare,trail,,,sunning,eva
n,660,22-Jun,19:19,evening,PM,35.11333,-119.61969,above,open,burrow,burrow,,,observing,eva
n,660,25-Jun,9:57,morn,AM,35.11324,-119.61965,above,open,bare,barepatch,,,sunning,eva
v,840,15-Jun,11:04,morn,AM,35.11743,-119.61964,above,open,bare,barehill,,,sunning,eva
n,660,2-Jul,9:46,morn,AM,35.11277,-119.61959,above,open,annuals,sparseannuals,,,sunning,eva
c,220,22-Jun,10:30,morn,AM,35.11554,-119.61935,above,open,bare,barepatch,,,hunting,eva
v,840,23-Jun,16:25,afternoon,PM,35.11714,-119.61931,above,open,wash,washbank,barehill,,sunning,eva
c,220,26-Jun,10:36,morn,AM,35.11702,-119.61925,above,open,bare,barepatch,,,sunning,eva
v,840,23-Jun,19:41,evening,PM,35.1172,-119.61924,above,open,bare,barehill,,,sunning,eva
c,220,24-Jun,15:56,afternoon,PM,35.11714,-119.61923,above,open,wash,washbank,annuals,,observing,eva
c,220,23-Jun,16:35,afternoon,PM,35.11716,-119.61913,above,open,wash,washbank,,,sunning,eva
ab,960,28-Jun,19:55,evening,PM,35.11609,-119.6191,above,open,road,road,,,observing,eva
ab,960,29-Jun,18:58,evening,PM,35.11606,-119.61906,above,open,annuals,annuals,shrubedge,,sunning,eva
z,919,25-Jun,9:51,morn,AM,35.11444,-119.61897,above,open,burrow,burrow,wash,,sunning,eva
z,919,26-Jun,9:23,morn,AM,35.11478,-119.61893,above,open,burrow,burrow,annuals,,sunning,eva
ab,960,30-Jun,19:29,evening,PM,35.11607,-119.61892,above,open,road,road,,,sunning,eva
ab,960,2-Jul,10:38,morn,AM,35.11628,-119.61891,above,shrub,shrub,shrubedge,,,sunning,eva
ab,960,22-Jun,17:21,afternoon,PM,35.11615,-119.61889,above,open,bare,trail,,,sunning,eva
ab,960,27-Jun,15:39,afternoon,PM,35.11602,-119.61884,above,shrub,road,roadbank,,,cooling,eva
ab,960,23-Jun,10:03,morn,AM,35.11604,-119.6188,above,open,burrow,burrow,roadbank,,sunning,eva
ab,960,28-Jun,9:31,morn,AM,35.11607,-119.6188,above,open,road,roadbank,,,observing,eva
c,220,26-Jun,15:09,afternoon,PM,35.11749,-119.6188,above,shrub,shrub,undershrub,,,observing,eva
c,220,3-Jul,10:01,morn,AM,35.11606,-119.61876,above,open,annuals,annuals,,,sunning,eva
ab,960,30-Jun,9:27,morn,AM,35.11628,-119.61876,above,open,burrow,burrow,,,sunning,eva
c,220,24-Jun,10:46,morn,AM,35.11731,-119.61876,above,open ,burrow,burrow,wash,,sunning,eva
ab,960,1-Jul,10:02,morn,AM,35.11634,-119.61875,above,shrub,shrub,shrubedge,,,sunning,eva
c,220,2-Jul,15:46,afternoon,PM,35.11707,-119.6186,above,shrub,shrub,undershrub,,,cooling,eva
ab,960,24-Jun,10:58,morn,AM,35.11599,-119.61857,above,open,road,roadbank,,,sunning,eva
z,919,21-Jun,10:02,morn,AM,35.11427,-119.61856,above,open,burrow,burrow,,,sunning,eva
c,220,29-Jun,9:34,morn,AM,35.11707,-119.6185,above,open,annuals,annuals,,,sunning,eva
ab,960,26-Jun,10:48,morn,AM,35.11595,-119.61848,above,open,burrow,burrow,roadbank,,sunning,eva
z,919,22-Jun,9:20,morn,AM,35.11493,-119.61845,above,open,annuals,annuals,,,sunning,eva
ab,960,29-Jun,10:23,morn,AM,35.11599,-119.61835,above,open,annuals,annuals,,,sunning,eva
c,220,1-Jul,9:59,morn,AM,35.11607,-119.61835,above,open,annuals,annuals,tuft,,sunning,eva
c,220,2-Jul,10:05,morn,AM,35.11702,-119.61833,above,open,annuals,annuals,,,observing,eva
c,220,2-Jul,10:05,morn,AM,35.11702,-119.61833,above,open,annuals,annuals,,,sunning,eva
c,220,30-Jun,9:54,morn,AM,35.11687,-119.61808,above,open,burrow,burrowopening,,,sunning,eva
b,180,25-Jun,10:16,morn,AM,35.11564,-119.61806,above,open,annuals,annuals,,,sunning,eva
b,180,4-Jul,20:25,evening,PM,35.11569,-119.61801,above,open,burrow,burrow,,,sunning,eva
c,220,25-Jun,11:16,morn,AM,35.11612,-119.61792,above,open,annuals,annuals,,,sunning,eva
c,220,15-Jun,10:36,morn,AM,35.11592,-119.61764,above,open,bare,trail,thickannuals,weedpatch,hunting,eva
o,680,4-Jul,17:58,afternoon,PM,35.11571,-119.61654,above,open,wash,washbank,,,sunning,eva
g,381,23-Jun,18:29,evening,PM,35.11581,-119.61649,above,open,wash,wash,,,hunting,eva
o,680,3-Jul,8:59,morn,AM,35.11478,-119.61643,above,open,annuals,annuals,,,sunning,eva
o,680,26-Jun,9:08,morn,AM,35.11493,-119.6162,above,open,burrow,burrow,roadbank,,sunning,eva
g,381,23-Jun,15:23,afternoon,PM,35.11624,-119.61593,above,shrub,shrub,shrubedge,,,cooling,eva
o,680,2-Jul,9:50,morn,AM,35.11623,-119.61573,above,shrub,shrub,undershrub,,,observing,eva
o,680,2-Jul,9:50,morn,AM,35.11623,-119.61573,above,shrub,shrub,undershrub,,,observing,eva
o,680,2-Jul,15:34,afternoon,PM,35.11566,-119.61566,above,shrub,shrub,undershrub,,,cooling,eva
p,717,26-Jun,9:16,morn,AM,35.11627,-119.61551,above,shrub,shrub,inshrub,wash,,sunning,eva
c,220,22-Jun,17:09,afternoon,PM,35.11615,-119.61538,above,open,road,road,,,sunning,eva
p,717,18-Jul,15:25,evening,PM,35.11673,-119.61536,above,shrub,shrub,undershrub,,,cooling,eva
o,680,1-Jul,10:16,morn,AM,35.11441,-119.61531,above,open,road,roadbank,annuals,,sunning,eva
l,520,29-Jun,10:57,morn,AM,35.11397,-119.615,above,shrub,shrub,undershrub,,,cooling,eva
p,717,25-Jun,10:03,morn,AM,35.11717,-119.61462,above,open,annuals,annuals,,,sunning,eva
l,520,29-Jun,18:35,evening,PM,35.11382,-119.614,above,open,road,roadbank,,,observing,eva
l,520,23-Jun,16:47,afternoon,PM,35.11331,-119.61395,above,open,burrow,burrow,wash,,sunning,eva
l,520,27-Jun,10:11,morn,AM,35.11375,-119.61391,above,shrub,shrub,undershrub,,,cooling,eva
l,520,28-Jun,11:12,morn,AM,35.11372,-119.6139,above,shrub,shrub,undershrub,roadbank,,cooling,eva
l,520,1-Jul,8:33,morn,AM,35.11399,-119.6139,above,open,burrow,burrow,barepatch,,sunning,eva
l,520,26-Jun,16:13,afternoon,PM,35.1137,-119.61359,above,open,burrow,burrow,roadbank,,sunning,eva
l,520,27-Jun,7:21,early morn,AM,35.11372,-119.61357,below,open,burrow,burrow,roadbank,,sunning,eva
g,381,18-Jun,16:31,afternoon,PM,35.11714,-119.61338,above,open,burrow,burrow,wash,,sunning,eva
l,520,30-Jun,10:24,morn,AM,35.11365,-119.61321,above,open,road,roadbank,,,sunning,eva
h,420,3-Jul,15:47,afternoon,PM,35.10938,-119.61038,above,shrub,shrub,undershrub,,,cooling,eva
h,420,17-Jul,10:55,morn,AM,35.1094,-119.6103,above,open,wash,washbank,,,sunning,eva
h,420,23-Jun,16:56,afternoon,PM,35.10945,-119.61018,above,open,burrow,burrow,wash,,sunning,eva
h,420,3-Jul,11:37,morn,AM,35.10944,-119.61016,above,open,wash,wash,,,sunning,eva
h,420,27-Jun,10:24,morn,AM,35.10953,-119.60996,above,shrub,shrub,undershrub,,,cooling,eva
h,420,22-Jun,17:39,afternoon,PM,35.10957,-119.60993,above,open,burrow,burrow,wash,,sunning,eva
h,420,25-Jun,9:12,morn,AM,35.10968,-119.60965,above,open,burrow,burrow,,,sunning,eva
h,420,24-Jun,9:22,morn,AM,35.10963,-119.60963,above,open,burrow,burrow,,,sunning,eva
h,420,18-Jun,17:39,afternoon,PM,35.10962,-119.60947,above,open,wash,wash,,,sunning,eva
h,420,2-Jul,11:01,morn,AM,35.10958,-119.60944,above,open,annuals,annuals,washbank,,cooling,eva
h,420,4-Jul,18:50,afternoon,PM,35.10963,-119.60928,above,open,wash,washbank,,,sunning,eva
h,420,24-Jun,16:23,afternoon,PM,35.1097,-119.60873,above ,open,burrow,burrowopening,,,cooling,eva
h,420,4-Jul,16:20,afternoon,PM,35.10976,-119.6086,above,shrub,wash,washbank,,,cooling,eva
h,420,30-Jun,10:40,morn,AM,35.10981,-119.60848,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
q,740,23-Jun,10:22,morn,AM,35.11014,-119.60811,above,open,annuals,annuals,,,observing,eva
q,740,23-Jun,16:52,afternoon,PM,35.10989,-119.60807,above,open,wash,washbank,,,sunning,eva
q,740,25-Jun,15:58,afternoon,PM,35.10995,-119.60806,above,shrub,shrub,undershrub,,,cooling,eva
q,740,22-Jun,17:24,afternoon,PM,35.10992,-119.60801,above,open,wash,washbank,,,sunning,eva
q,740,25-Jun,9:05,morn,AM,35.10995,-119.60799,above,open,wash,wash,,,sunning,eva
q,740,22-Jun,18:39,evening,PM,35.11,-119.60796,above,open,wash,washbank,,,sunning,eva
o,680,28-Jun,19:22,evening,PM,35.11575,-119.60789,above,open,wash,washbank,,,sunning,eva
q,740,23-Jun,18:07,evening,PM,35.11002,-119.60777,above,open,wash,washbank,,,sunning,eva
q,740,24-Jun,16:18,afternoon,PM,35.11013,-119.60767,above,open,wash,washbank,,,sunning,eva
q,740,18-Jun,17:35,afternoon,PM,35.11015,-119.60764,above,shrub,shrub,undershrub,wash,,sunning,eva
q,740,27-Jun,10:18,morn,AM,35.11069,-119.60759,above,open,annuals,annuals,road,,cooling,eva
y,900,15-Jun,11:24,morn,AM,35.10952,-119.60734,above,open,annuals,thickannuals,,,sunning,eva
